filename,split,method,similar_0,score_0,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5,similar_6,score_6,similar_7,score_7,similar_8,score_8,similar_9,score_9
CXR177_IM-0503,train,KLDiv,CXR25_IM-1024,0.003912525717169046,CXR3768_IM-1887,0.004176313057541847,CXR3671_IM-1827,0.006086872890591621,CXR2752_IM-1202-0001,0.006732056848704815,CXR1102_IM-0069,0.006860543508082628,CXR2485_IM-1013,0.007045491598546505,CXR3740_IM-1868,0.0070552462711930275,CXR1240_IM-0162,0.007120668422430754,CXR3790_IM-1904-0001,0.007480372674763203,CXR3095_IM-1448,0.007791360840201378
CXR3597_IM-1775,train,KLDiv,CXR417_IM-2060,0.008289068937301636,CXR1157_IM-0106,0.010645677335560322,CXR3004_IM-1388,0.012244008481502533,CXR1728_IM-0479,0.012944892980158329,CXR2923_IM-1326,0.01466898899525404,CXR2158_IM-0776,0.014883119612932205,CXR1099_IM-0067,0.016083136200904846,CXR1363_IM-0236-0001,0.016270488500595093,CXR3930_IM-2003,0.016773195937275887,CXR3300_IM-1578,0.017876602709293365
CXR2365_IM-0927,train,KLDiv,CXR1211_IM-0142,0.001748119480907917,CXR3483_IM-1692,0.002587390597909689,CXR3433_IM-1662,0.0030543352477252483,CXR1213_IM-0144,0.003288156818598509,CXR3694_IM-1845,0.003289299551397562,CXR2578_IM-1078,0.0038107349537312984,CXR3315_IM-1586,0.0038663980085402727,CXR2467_IM-0997,0.004099022597074509,CXR718_IM-2280,0.00413243193179369,CXR1927_IM-0600,0.00415412662550807
CXR718_IM-2280,train,KLDiv,CXR538_IM-2144,0.0011137480614706874,CXR3655_IM-1817,0.0014792054425925016,CXR3725_IM-1861,0.0016810053493827581,CXR1927_IM-0600,0.0019670126494020224,CXR2377_IM-0937,0.0020675011910498142,CXR142_IM-0267,0.0023640308063477278,CXR1211_IM-0142,0.002555632730945945,CXR503_IM-2121,0.002636419143527746,CXR3779_IM-1894,0.0027749640867114067,CXR3315_IM-1586,0.0030446730088442564
CXR229_IM-0873,train,KLDiv,CXR762_IM-2310,0.0039050192572176456,CXR3413_IM-1650,0.004115309566259384,CXR440_IM-2078,0.004204933065921068,CXR208_IM-0711,0.004322477616369724,CXR351_IM-1712,0.0045942822471261024,CXR544_IM-2148,0.004821597132831812,CXR250_IM-1025,0.0049482351168990135,CXR3573_IM-1756,0.005139968823641539,CXR1359_IM-0233,0.0056769163347780704,CXR3115_IM-1463,0.005685230251401663
CXR1237_IM-0159,train,KLDiv,CXR3581_IM-1761,0.003375552361831069,CXR3970_IM-2031,0.0053947679698467255,CXR2804_IM-1235,0.005557395983487368,CXR3410_IM-1648,0.005796174984425306,CXR951_IM-2447,0.00580210704356432,CXR33_IM-1576,0.005868761800229549,CXR82_IM-2350,0.006004698574542999,CXR1770_IM-0504,0.006078926846385002,CXR2012_IM-0662,0.0061135729774832726,CXR3692_IM-1843,0.006137292832136154
CXR2704_IM-1171,train,KLDiv,CXR2403_IM-0951,0.0056091672740876675,CXR921_IM-2423,0.007268458604812622,CXR3314_IM-1586,0.008082026615738869,CXR3031_IM-1406,0.008133708499372005,CXR1551_IM-0359,0.009325060993432999,CXR1077_IM-0054,0.010894909501075745,CXR1229_IM-0152,0.011038192547857761,CXR3459_IM-1679,0.011610900051891804,CXR3408_IM-1648,0.012188691645860672,CXR2079_IM-0711,0.012708265334367752
CXR1324_IM-0209,train,KLDiv,CXR3951_IM-2019,0.019217398017644882,CXR3163_IM-1488,0.020241500809788704,CXR2094_IM-0724,0.021327652037143707,CXR2411_IM-0957-0001,0.02153630554676056,CXR1936_IM-0606,0.021913109347224236,CXR2615_IM-1106,0.02237287163734436,CXR817_IM-2348-0001,0.02251061424612999,CXR2492_IM-1018,0.024059534072875977,CXR2890_IM-1293,0.02490341290831566,CXR1706_IM-0466,0.02519725076854229
CXR3516_IM-1715,train,KLDiv,CXR478_IM-2101-1001,0.0013455735752359033,CXR952_IM-2447,0.002038100501522422,CXR676_IM-2248,0.002657070057466626,CXR3628_IM-1796,0.002813821192830801,CXR3779_IM-1894,0.003103384282439947,CXR3315_IM-1586,0.003429980482906103,CXR3655_IM-1817,0.003451588563621044,CXR1927_IM-0600,0.0035239264834672213,CXR2639_IM-1124,0.0037668035365641117,CXR1138_IM-0094,0.0038999200332909822
CXR3102_IM-1454,train,KLDiv,CXR1459_IM-0297,0.00877238530665636,CXR2230_IM-0831,0.010891932062804699,CXR2827_IM-1246,0.011894067749381065,CXR2475_IM-1004,0.012336784973740578,CXR1345_IM-0223,0.012841123156249523,CXR1499_IM-0323,0.013895571231842041,CXR3201_IM-1513,0.014772008173167706,CXR1731_IM-0481,0.015475887805223465,CXR70_IM-2264,0.01653408631682396,CXR1736_IM-0484,0.017085008323192596
CXR1267_IM-0179,train,KLDiv,CXR3078_IM-1438,0.0066085513681173325,CXR2039_IM-0683,0.012241455726325512,CXR3390_IM-1636,0.012914610095322132,CXR2092_IM-0723,0.014383360743522644,CXR948_IM-2443,0.01551455445587635,CXR1635_IM-0415,0.01589321903884411,CXR3345_IM-1603,0.016937410458922386,CXR3494_IM-1699,0.019430309534072876,CXR2246_IM-0843,0.019807511940598488,CXR2790_IM-1224,0.019883528351783752
CXR3766_IM-1885,train,KLDiv,CXR415_IM-2058,0.002501857466995716,CXR2408_IM-0955,0.0038450988940894604,CXR3086_IM-1444,0.004366731271147728,CXR2066_IM-0701,0.004396476317197084,CXR2774_IM-1215,0.005846476182341576,CXR796_IM-2332,0.006117554847151041,CXR3531_IM-1726,0.006276984699070454,CXR1624_IM-0406,0.006502148695290089,CXR2118_IM-0745,0.0067184739746153355,CXR1524_IM-0339,0.006996982730925083
CXR1145_IM-0097,train,KLDiv,CXR1266_IM-0179,0.007515827659517527,CXR3264_IM-1550,0.01142947282642126,CXR1203_IM-0137,0.012852972373366356,CXR2403_IM-0951,0.012968286871910095,CXR1673_IM-0444,0.01488473080098629,CXR189_IM-0578,0.016218582168221474,CXR2704_IM-1171,0.01745918020606041,CXR3392_IM-1637,0.018764983862638474,CXR921_IM-2423,0.019075866788625717,CXR2662_IM-1143,0.02014663815498352
CXR1573_IM-0374,train,KLDiv,CXR2324_IM-0895,0.00801566056907177,CXR3754_IM-1878,0.008785993792116642,CXR2282_IM-0869,0.009189313277602196,CXR1885_IM-0574,0.009408742189407349,CXR847_IM-2369,0.011055424809455872,CXR350_IM-1705-0001,0.012278307229280472,CXR2425_IM-0967,0.012613458558917046,CXR3641_IM-1805,0.012630616314709187,CXR1979_IM-0637,0.0130819883197546,CXR778_IM-2321,0.013652902096509933
CXR2372_IM-0933-0001,train,KLDiv,CXR3892_IM-1974-0001,0.00898773968219757,CXR715_IM-2277,0.009289921261370182,CXR321_IM-1516-0001,0.009840527549386024,CXR847_IM-2369,0.014841941185295582,CXR2356_IM-0920,0.015029408037662506,CXR1217_IM-0145-0001,0.016004905104637146,CXR1076_IM-0054,0.01687442883849144,CXR3866_IM-1959-0001,0.01713985577225685,CXR2795_IM-1227,0.017199795693159103,CXR1445_IM-0287,0.01772318035364151
CXR3115_IM-1463,train,KLDiv,CXR1473_IM-0306,0.0019302800064906478,CXR3573_IM-1756,0.0034213943872600794,CXR3985_IM-2041,0.0037339343689382076,CXR2807_IM-1237,0.00405806815251708,CXR492_IM-2112,0.004562223795801401,CXR2501_IM-1027,0.004973678383976221,CXR928_IM-2426,0.004983413964509964,CXR762_IM-2310,0.0050206976011395454,CXR648_IM-2226,0.005133630242198706,CXR208_IM-0711,0.0054869442246854305
CXR3706_IM-1851,train,KLDiv,CXR728_IM-2287,0.0043157427571713924,CXR2593_IM-1084,0.00525384908542037,CXR2661_IM-1142,0.006994968745857477,CXR611_IM-2198,0.008108115755021572,CXR3865_IM-1958,0.008634445257484913,CXR3324_IM-1590,0.00946440827101469,CXR3272_IM-1553,0.009991850703954697,CXR2863_IM-1271,0.010088304989039898,CXR1595_IM-0386,0.010096065700054169,CXR3681_IM-1833-0001,0.010750280693173409
CXR1616_IM-0399,train,KLDiv,CXR3960_IM-2025,0.006903782486915588,CXR2390_IM-0944,0.007537024095654488,CXR2257_IM-0849,0.007974160835146904,CXR1272_IM-0183,0.008460608310997486,CXR3770_IM-1890,0.008525241166353226,CXR3796_IM-1909,0.00864093005657196,CXR2536_IM-1049,0.008677013218402863,CXR1679_IM-0448,0.009185162372887135,CXR174_IM-0488,0.009249528869986534,CXR2030_IM-0675,0.009467210620641708
CXR2845_IM-1254,train,KLDiv,CXR2815_IM-1240,0.003945200704038143,CXR1787_IM-0513,0.006626106332987547,CXR3128_IM-1471,0.006994481198489666,CXR3537_IM-1730,0.007243577390909195,CXR1437_IM-0281,0.007412386126816273,CXR3921_IM-1995,0.007450466509908438,CXR2792_IM-1226,0.007890482433140278,CXR193_IM-0601,0.0080606359988451,CXR3493_IM-1698,0.008924421854317188,CXR1438_IM-0282,0.009094682522118092
CXR951_IM-2447,train,KLDiv,CXR3970_IM-2031,0.0037524118088185787,CXR2553_IM-1059,0.00406511127948761,CXR258_IM-1078,0.004580948501825333,CXR3693_IM-1844,0.0050940923392772675,CXR781_IM-2323,0.005447198636829853,CXR1237_IM-0159,0.005495904013514519,CXR1333_IM-0214,0.00567130371928215,CXR884_IM-2398,0.005945203825831413,CXR3977_IM-2036,0.006548392120748758,CXR33_IM-1576,0.0067185452207922935
CXR3404_IM-1647,train,KLDiv,CXR271_IM-1176,0.002133971080183983,CXR652_IM-2229,0.0026764136273413897,CXR363_IM-1798,0.0026930230669677258,CXR248_IM-1008,0.0029732994735240936,CXR3156_IM-1486,0.0031427894718945026,CXR940_IM-2437,0.0033722647931426764,CXR2195_IM-0805,0.004483831115067005,CXR2343_IM-0908,0.004530325531959534,CXR762_IM-2310,0.004669638816267252,CXR2655_IM-1137,0.004737836308777332
CXR3956_IM-2021,train,KLDiv,CXR3544_IM-1736,0.004964427091181278,CXR3286_IM-1567,0.007865214720368385,CXR3312_IM-1586,0.008689966052770615,CXR340_IM-1644,0.009645787999033928,CXR1999_IM-0651,0.010021498426795006,CXR3241_IM-1534,0.010868877172470093,CXR3175_IM-1497,0.01093992404639721,CXR2223_IM-0827,0.012837100774049759,CXR3665_IM-1823,0.013138826005160809,CXR792_IM-2330,0.013379973359405994
CXR1981_IM-0638,train,KLDiv,CXR2449_IM-0984,0.005812244489789009,CXR3029_IM-1404,0.0073019638657569885,CXR2542_IM-1053,0.00891327578574419,CXR1645_IM-0422,0.008986983448266983,CXR2215_IM-0820,0.009030411951243877,CXR2685_IM-1158,0.009200740605592728,CXR1994_IM-0651,0.009624413214623928,CXR1174_IM-0118,0.009728871285915375,CXR3761_IM-1883,0.00992480106651783,CXR773_IM-2318,0.01003778725862503
CXR930_IM-2429,train,KLDiv,CXR3130_IM-1472,0.007683192379772663,CXR227_IM-0859,0.010631446726620197,CXR1691_IM-0453,0.011280113831162453,CXR3241_IM-1534,0.012188928201794624,CXR1111_IM-0077,0.013594456017017365,CXR3996_IM-2047,0.0153936967253685,CXR1519_IM-0335,0.016522670164704323,CXR418_IM-2061,0.017182428389787674,CXR218_IM-0792,0.017497345805168152,CXR1235_IM-0158,0.01752791367471218
CXR2269_IM-0858,train,KLDiv,CXR2377_IM-0937,0.004980017431080341,CXR676_IM-2248,0.005829151254147291,CXR3209_IM-1515,0.006224740296602249,CXR18_IM-0520,0.0063403332605957985,CXR3779_IM-1894,0.006933037657290697,CXR3141_IM-1477,0.007171028293669224,CXR3628_IM-1796,0.0072368597611784935,CXR718_IM-2280,0.007873918861150742,CXR2365_IM-0927,0.007979482412338257,CXR503_IM-2121,0.008061542175710201
CXR2328_IM-0898,train,KLDiv,CXR1073_IM-0053,0.005890217609703541,CXR3069_IM-1432,0.00765941571444273,CXR256_IM-1064,0.007742209360003471,CXR3685_IM-1836,0.008306875824928284,CXR1315_IM-0204,0.008512325584888458,CXR1652_IM-0428,0.009670963510870934,CXR547_IM-2151,0.009691750630736351,CXR3835_IM-1938,0.010063174180686474,CXR1879_IM-0569,0.011649569496512413,CXR2505_IM-1029,0.011710381135344505
CXR1167_IM-0112,train,KLDiv,CXR769_IM-2314,0.002218458568677306,CXR2753_IM-1203,0.00283204042352736,CXR1450_IM-0291,0.0029496888164430857,CXR506_IM-2124,0.0029761590994894505,CXR3989_IM-2042,0.003117115469649434,CXR1937_IM-0607,0.003598406445235014,CXR1686_IM-0450,0.0038172646891325712,CXR3296_IM-1575-1001,0.004060046281665564,CXR2139_IM-0760,0.004419057630002499,CXR1211_IM-0142,0.004529083613306284
CXR152_IM-0335,train,KLDiv,CXR686_IM-2254,0.007127583492547274,CXR513_IM-2128,0.007801896892488003,CXR3327_IM-1593,0.011069421656429768,CXR1511_IM-0331,0.011553484946489334,CXR1221_IM-0149-0001,0.01177853625267744,CXR67_IM-2243,0.01279895007610321,CXR3214_IM-1519,0.013484520837664604,CXR2897_IM-1299,0.013700309209525585,CXR3762_IM-1883,0.015430604107677937,CXR3032_IM-1407,0.015445285476744175
CXR1491_IM-0317,train,KLDiv,CXR2892_IM-1295,0.0023957453668117523,CXR3269_IM-1552,0.0037186220288276672,CXR707_IM-2270,0.003967941738665104,CXR3620_IM-1791-1001,0.004896695259958506,CXR2789_IM-1223,0.005022900179028511,CXR1871_IM-0564,0.005261627957224846,CXR2920_IM-1323,0.005385644268244505,CXR706_IM-2269,0.005734194070100784,CXR3184_IM-1503,0.006045030429959297,CXR1335_IM-0215,0.006118608172982931
CXR880_IM-2395,train,KLDiv,CXR1432_IM-0278,0.0037953646387904882,CXR2207_IM-0815,0.004495193716138601,CXR965_IM-2455,0.00449861865490675,CXR1563_IM-0368,0.005214245058596134,CXR845_IM-2367,0.00532781844958663,CXR824_IM-2354,0.005446685943752527,CXR2868_IM-1275,0.00557410903275013,CXR176_IM-0496,0.005964863114058971,CXR3953_IM-2021,0.005966028664261103,CXR2762_IM-1208,0.006247749086469412
CXR22_IM-0810,train,KLDiv,CXR1065_IM-0046,0.007289377972483635,CXR2951_IM-1349,0.007412878330796957,CXR2444_IM-0980,0.008381281048059464,CXR3661_IM-1821,0.008535252884030342,CXR1670_IM-0441,0.009495154954493046,CXR3407_IM-1647,0.00958653911948204,CXR3704_IM-1851,0.009961917996406555,CXR1866_IM-0559,0.01022602804005146,CXR89_IM-2402,0.011723482981324196,CXR1114_IM-0079,0.01192872691899538
CXR2643_IM-1129,train,KLDiv,CXR604_IM-2193,0.0015151662519201636,CXR1634_IM-0414,0.0016204961575567722,CXR2808_IM-1238,0.001639421097934246,CXR2632_IM-1119,0.0018546977080404758,CXR3038_IM-1411,0.0018619024194777012,CXR14_IM-0256,0.0018952605314552784,CXR1365_IM-0237,0.0019035522127524018,CXR306_IM-1426,0.0019627129659056664,CXR1927_IM-0600,0.001982639543712139,CXR3202_IM-1513,0.0020957852248102427
CXR1396_IM-0252,train,KLDiv,CXR3277_IM-1558,0.0034862582106143236,CXR428_IM-2070,0.0045648375526070595,CXR2981_IM-1371,0.004729555919766426,CXR829_IM-2358,0.0050447359681129456,CXR720_IM-2281,0.005087087396532297,CXR3253_IM-1542,0.0055085145868361,CXR1567_IM-0370,0.00608885707333684,CXR3770_IM-1890,0.006580017507076263,CXR1918_IM-0597,0.00690452242270112,CXR2451_IM-0987,0.007124015595763922
CXR2438_IM-0978,train,KLDiv,CXR1871_IM-0564,0.004991842899471521,CXR1318_IM-0205,0.005716256331652403,CXR845_IM-2367,0.0058079189620912075,CXR2885_IM-1287,0.005846973974257708,CXR1028_IM-0022,0.005868015345185995,CXR1443_IM-0286,0.005873420741409063,CXR824_IM-2354,0.006119168363511562,CXR494_IM-2114,0.006266133394092321,CXR317_IM-1493,0.006463667377829552,CXR1314_IM-0204,0.00653427978977561
CXR3141_IM-1477,train,KLDiv,CXR3209_IM-1515,0.0037323920987546444,CXR338_IM-1628,0.004112584050744772,CXR2377_IM-0937,0.004491614177823067,CXR3655_IM-1817,0.004611374344676733,CXR3483_IM-1692,0.005441620945930481,CXR718_IM-2280,0.005540158599615097,CXR538_IM-2144,0.005851292051374912,CXR1211_IM-0142,0.005903513636440039,CXR986_IM-2473,0.005981851369142532,CXR1927_IM-0600,0.006052582990378141
CXR2868_IM-1275,train,KLDiv,CXR3729_IM-1864,0.0034990585409104824,CXR544_IM-2148,0.0045596035197377205,CXR208_IM-0711,0.005016430281102657,CXR1432_IM-0278,0.005780753213912249,CXR1010_IM-0012,0.005814305506646633,CXR965_IM-2455,0.005831893067806959,CXR3735_IM-1866,0.0059367697685956955,CXR739_IM-2296,0.006108599249273539,CXR489_IM-2110,0.006212485954165459,CXR2344_IM-0909,0.006317870691418648
CXR3665_IM-1823,train,KLDiv,CXR916_IM-2419,0.004383258521556854,CXR3142_IM-1477,0.004710739944130182,CXR1465_IM-0302,0.00516210962086916,CXR2783_IM-1220,0.005486981477588415,CXR1184_IM-0124,0.007304699160158634,CXR2540_IM-1052,0.007696959655731916,CXR2013_IM-0663,0.008107800036668777,CXR1134_IM-0091,0.008248995058238506,CXR3759_IM-1883,0.008263884112238884,CXR3406_IM-1647,0.00852808728814125
CXR1135_IM-0091,train,KLDiv,CXR118_IM-0123,0.007095532491803169,CXR3103_IM-1454,0.008337658829987049,CXR3605_IM-1781,0.008625478483736515,CXR2689_IM-1160,0.010559595189988613,CXR2514_IM-1036,0.010569041594862938,CXR552_IM-2155,0.011311514303088188,CXR3492_IM-1698,0.011629880405962467,CXR626_IM-2206,0.011683718301355839,CXR161_IM-0394,0.011858929879963398,CXR2489_IM-1016,0.011862846091389656
CXR1151_IM-0102,train,KLDiv,CXR1041_IM-0033,0.003966865129768848,CXR224_IM-0837,0.0053491597063839436,CXR3660_IM-1820,0.005540975835174322,CXR2636_IM-1121,0.0055848099291324615,CXR420_IM-2064,0.005786355584859848,CXR3876_IM-1967,0.006777241826057434,CXR1378_IM-0242,0.0070302910171449184,CXR2014_IM-0664,0.007227431517094374,CXR2160_IM-0778,0.00728472089394927,CXR2989_IM-1376,0.007761315908282995
CXR1934_IM-0604,train,KLDiv,CXR54_IM-2145,0.003363280091434717,CXR3807_IM-1917,0.006475999020040035,CXR3884_IM-1971,0.006718444172292948,CXR233_IM-0899,0.007117023225873709,CXR3632_IM-1799,0.00994265079498291,CXR552_IM-2155,0.010563037358224392,CXR3605_IM-1781,0.010754690505564213,CXR2317_IM-0890,0.011762335896492004,CXR63_IM-2210-0001,0.01263074018061161,CXR2263_IM-0853,0.012825027108192444
CXR3537_IM-1730,train,KLDiv,CXR3796_IM-1909,0.003914478234946728,CXR3277_IM-1558,0.004053143784403801,CXR2802_IM-1234,0.005297174211591482,CXR2845_IM-1254,0.006595549173653126,CXR3971_IM-2031,0.006638677325099707,CXR3128_IM-1471,0.006903568748384714,CXR1567_IM-0370,0.007268939632922411,CXR2390_IM-0944,0.007278413977473974,CXR1396_IM-0252,0.007822640240192413,CXR2792_IM-1226,0.008194712921977043
CXR1877_IM-0568,train,KLDiv,CXR2172_IM-0786,0.0019343052990734577,CXR3820_IM-1928,0.002454466186463833,CXR1212_IM-0143,0.0025882478803396225,CXR1304_IM-0199,0.0028441317845135927,CXR1294_IM-0193,0.002925314474850893,CXR557_IM-2157,0.002953160787001252,CXR2870_IM-1276,0.0031315661035478115,CXR2467_IM-0997,0.0035893016029149294,CXR2541_IM-1053,0.0037489933893084526,CXR3202_IM-1513,0.003947376739233732
CXR2215_IM-0820,train,KLDiv,CXR153_IM-0343,0.005343891680240631,CXR3146_IM-1479,0.006142737343907356,CXR2863_IM-1271,0.006415668409317732,CXR835_IM-2360,0.006632043980062008,CXR1994_IM-0651,0.006975244265049696,CXR504_IM-2122,0.007091099396348,CXR2685_IM-1158,0.007587234489619732,CXR1654_IM-0430,0.007667300291359425,CXR1981_IM-0638,0.008519574999809265,CXR2997_IM-1381,0.008649500086903572
CXR811_IM-2343,train,KLDiv,CXR3361_IM-1614,0.004721468780189753,CXR3436_IM-1663,0.0077011464163661,CXR3389_IM-1634,0.007812019437551498,CXR2213_IM-0819,0.00786452554166317,CXR2396_IM-0945,0.008209675550460815,CXR1369_IM-0238,0.008378306403756142,CXR349_IM-1697,0.00902160070836544,CXR2925_IM-1327,0.010009348392486572,CXR128_IM-0186,0.010306929238140583,CXR2334_IM-0902,0.010324927046895027
CXR1149_IM-0101,train,KLDiv,CXR3599_IM-1775,0.004069656133651733,CXR1489_IM-0315,0.010134954005479813,CXR257_IM-1072,0.010760241188108921,CXR1876_IM-0567,0.012615407817065716,CXR1792_IM-0515,0.014060886576771736,CXR568_IM-2168,0.014188766479492188,CXR701_IM-2266,0.014212033711373806,CXR3146_IM-1479,0.014484337531030178,CXR2489_IM-1016,0.01556443702429533,CXR3675_IM-1829-0001,0.016399074345827103
CXR3848_IM-1946-1001,train,KLDiv,CXR3273_IM-1554,0.007496330421417952,CXR3299_IM-1575,0.007987831719219685,CXR3877_IM-1967,0.00841559562832117,CXR1909_IM-0590,0.008422345854341984,CXR3479_IM-1690,0.00852508470416069,CXR2044_IM-0687,0.008876177482306957,CXR1445_IM-0287,0.009139546193182468,CXR3565_IM-1750,0.010106178931891918,CXR1100_IM-0068,0.010542571544647217,CXR3116_IM-1464,0.010850070044398308
CXR2364_IM-0927,train,KLDiv,CXR3930_IM-2003,0.012312507256865501,CXR3903_IM-1982,0.01417023316025734,CXR3915_IM-1990,0.01642588898539543,CXR3004_IM-1388,0.017127547413110733,CXR704_IM-2267,0.01961517333984375,CXR3652_IM-1814,0.01968041993677616,CXR2923_IM-1326,0.020503561943769455,CXR2006_IM-0656,0.021894263103604317,CXR3051_IM-1420,0.021979641169309616,CXR2310_IM-0885,0.022797036916017532
CXR503_IM-2121,train,KLDiv,CXR2377_IM-0937,0.0011527989991009235,CXR2820_IM-1244,0.0015762654365971684,CXR538_IM-2144,0.0019871098920702934,CXR3779_IM-1894,0.0021595710422843695,CXR2292_IM-0874,0.0023588913027197123,CXR3628_IM-1796,0.00238874857313931,CXR718_IM-2280,0.0023912445176392794,CXR2350_IM-0916,0.002519808243960142,CXR121_IM-0142,0.002580078085884452,CXR2639_IM-1124,0.0026596696116030216
CXR1927_IM-0600,train,KLDiv,CXR2639_IM-1124,0.0016120483633130789,CXR538_IM-2144,0.0016786563210189342,CXR3315_IM-1586,0.0018457404803484678,CXR718_IM-2280,0.0018974412232637405,CXR3779_IM-1894,0.0019181063398718834,CXR2643_IM-1129,0.0019412371329963207,CXR306_IM-1426,0.002103759441524744,CXR2808_IM-1238,0.0021120761521160603,CXR3655_IM-1817,0.002123146317899227,CXR1060_IM-0042,0.002274178434163332
